track_id,pair_id,s3_url,http_url,is_parent
tracks/atu_podcast_show_jingle_contest,atu_podcast_show_jingle_contest__atu_podcast_show_jingle_contest_dragz_entry,s3://lucas-audiotool-tracks/mp3/85/a4/atu_podcast_show_jingle_contest.85a41772.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/85/a4/atu_podcast_show_jingle_contest.85a41772.mp3,True
tracks/atu_podcast_show_jingle_contest_dragz_entry,atu_podcast_show_jingle_contest__atu_podcast_show_jingle_contest_dragz_entry,s3://lucas-audiotool-tracks/mp3/46/a6/atu_podcast_show_jingle_contest_dragz_entry.46a64ea6.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/46/a6/atu_podcast_show_jingle_contest_dragz_entry.46a64ea6.mp3,False
tracks/5uw4bwaa38ib,5uw4bwaa38ib__xcecyzmbkxdw,s3://lucas-audiotool-tracks/mp3/45/a9/5uw4bwaa38ib.45a90382.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/45/a9/5uw4bwaa38ib.45a90382.mp3,True
tracks/xcecyzmbkxdw,5uw4bwaa38ib__xcecyzmbkxdw,s3://lucas-audiotool-tracks/mp3/7f/e3/xcecyzmbkxdw.7fe36b81.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/7f/e3/xcecyzmbkxdw.7fe36b81.mp3,False
tracks/5c9isd73elqb,5c9isd73elqb__zcf1x5xd,s3://lucas-audiotool-tracks/mp3/43/e8/5c9isd73elqb.43e8e2fc.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/43/e8/5c9isd73elqb.43e8e2fc.mp3,True
tracks/zcf1x5xd,5c9isd73elqb__zcf1x5xd,s3://lucas-audiotool-tracks/mp3/e3/c5/zcf1x5xd.e3c5336a.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/e3/c5/zcf1x5xd.e3c5336a.mp3,False
tracks/51h0k6k3ewn,51h0k6k3ewn__z55rp672tt,s3://lucas-audiotool-tracks/mp3/58/84/51h0k6k3ewn.58846f65.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/58/84/51h0k6k3ewn.58846f65.mp3,True
tracks/z55rp672tt,51h0k6k3ewn__z55rp672tt,s3://lucas-audiotool-tracks/mp3/0c/e6/z55rp672tt.0ce6e6eb.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/0c/e6/z55rp672tt.0ce6e6eb.mp3,False
tracks/bubbles-xbeb96cge,bubbles-xbeb96cge__bubbles_remix-cvlmi,s3://lucas-audiotool-tracks/mp3/39/36/bubbles-xbeb96cge.393632dc.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/39/36/bubbles-xbeb96cge.393632dc.mp3,True
tracks/bubbles_remix-cvlmi,bubbles-xbeb96cge__bubbles_remix-cvlmi,s3://lucas-audiotool-tracks/mp3/58/70/bubbles_remix-cvlmi.58700f1e.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/58/70/bubbles_remix-cvlmi.58700f1e.mp3,False
tracks/12_o_clock,12_o_clock__12_o_clock-z9ynhb,s3://lucas-audiotool-tracks/mp3/d5/5a/12_o_clock.d55aeee8.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/d5/5a/12_o_clock.d55aeee8.mp3,True
tracks/12_o_clock-z9ynhb,12_o_clock__12_o_clock-z9ynhb,s3://lucas-audiotool-tracks/mp3/d8/3f/12_o_clock-z9ynhb.d83f615c.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/d8/3f/12_o_clock-z9ynhb.d83f615c.mp3,False
tracks/computer_friend_808chunk_remix,computer_friend_808chunk_remix__computer_friend_purefilth_remix,s3://lucas-audiotool-tracks/mp3/95/da/computer_friend_808chunk_remix.95da83b6.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/95/da/computer_friend_808chunk_remix.95da83b6.mp3,True
tracks/computer_friend_purefilth_remix,computer_friend_808chunk_remix__computer_friend_purefilth_remix,s3://lucas-audiotool-tracks/mp3/22/01/computer_friend_purefilth_remix.22014d2c.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/22/01/computer_friend_purefilth_remix.22014d2c.mp3,False
tracks/dm6pisqq,dm6pisqq__2330yl1qjj,s3://lucas-audiotool-tracks/mp3/d4/28/dm6pisqq.d428707b.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/d4/28/dm6pisqq.d428707b.mp3,True
tracks/2330yl1qjj,dm6pisqq__2330yl1qjj,s3://lucas-audiotool-tracks/mp3/7c/74/2330yl1qjj.7c74a97d.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/7c/74/2330yl1qjj.7c74a97d.mp3,False
tracks/canulisten,canulisten__canulisten_the_seahorse_remix,s3://lucas-audiotool-tracks/mp3/47/ef/canulisten.47ef96de.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/47/ef/canulisten.47ef96de.mp3,True
tracks/canulisten_the_seahorse_remix,canulisten__canulisten_the_seahorse_remix,s3://lucas-audiotool-tracks/mp3/97/6c/canulisten_the_seahorse_remix.976c03ef.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/97/6c/canulisten_the_seahorse_remix.976c03ef.mp3,False
tracks/cluxtro_1,cluxtro_1__power_of_1_bsticks_remix,s3://lucas-audiotool-tracks/mp3/53/66/cluxtro_1.53660678.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/53/66/cluxtro_1.53660678.mp3,True
tracks/power_of_1_bsticks_remix,cluxtro_1__power_of_1_bsticks_remix,s3://lucas-audiotool-tracks/mp3/b8/54/power_of_1_bsticks_remix.b854a4e0.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/b8/54/power_of_1_bsticks_remix.b854a4e0.mp3,False
tracks/08exk4gf,08exk4gf__09veg4dkm5f,s3://lucas-audiotool-tracks/mp3/c5/47/08exk4gf.c54722b3.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/c5/47/08exk4gf.c54722b3.mp3,True
tracks/09veg4dkm5f,08exk4gf__09veg4dkm5f,s3://lucas-audiotool-tracks/mp3/81/bc/09veg4dkm5f.81bcee43.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/81/bc/09veg4dkm5f.81bcee43.mp3,False
tracks/daydreaming-ijxju9,daydreaming-ijxju9__happy-zlpuw,s3://lucas-audiotool-tracks/mp3/ed/8d/daydreaming-ijxju9.ed8de081.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/ed/8d/daydreaming-ijxju9.ed8de081.mp3,True
tracks/happy-zlpuw,daydreaming-ijxju9__happy-zlpuw,s3://lucas-audiotool-tracks/mp3/67/17/happy-zlpuw.671719cb.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/67/17/happy-zlpuw.671719cb.mp3,False
tracks/87doc54j6cb0,87doc54j6cb0__tnbkbhjkc7br,s3://lucas-audiotool-tracks/mp3/ad/f4/87doc54j6cb0.adf444f4.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/ad/f4/87doc54j6cb0.adf444f4.mp3,True
tracks/tnbkbhjkc7br,87doc54j6cb0__tnbkbhjkc7br,s3://lucas-audiotool-tracks/mp3/fa/86/tnbkbhjkc7br.fa865757.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/fa/86/tnbkbhjkc7br.fa865757.mp3,False
tracks/atu_podcast_show_jingle_contest,atu_podcast_show_jingle_contest__atu_podcast_show_jingle_contest_9lives,s3://lucas-audiotool-tracks/mp3/85/a4/atu_podcast_show_jingle_contest.85a41772.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/85/a4/atu_podcast_show_jingle_contest.85a41772.mp3,True
tracks/atu_podcast_show_jingle_contest_9lives,atu_podcast_show_jingle_contest__atu_podcast_show_jingle_contest_9lives,s3://lucas-audiotool-tracks/mp3/f7/ee/atu_podcast_show_jingle_contest_9lives.f7ee6cd8.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/f7/ee/atu_podcast_show_jingle_contest_9lives.f7ee6cd8.mp3,False
tracks/blips_4_days,blips_4_days__blips_4_days_extended,s3://lucas-audiotool-tracks/mp3/17/e1/blips_4_days.17e1b355.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/17/e1/blips_4_days.17e1b355.mp3,True
tracks/blips_4_days_extended,blips_4_days__blips_4_days_extended,s3://lucas-audiotool-tracks/mp3/7e/7f/blips_4_days_extended.7e7f9023.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/7e/7f/blips_4_days_extended.7e7f9023.mp3,False
tracks/3ywwzcwch5,3ywwzcwch5__3ypykbxn1,s3://lucas-audiotool-tracks/mp3/d9/37/3ywwzcwch5.d9370932.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/d9/37/3ywwzcwch5.d9370932.mp3,True
tracks/3ypykbxn1,3ywwzcwch5__3ypykbxn1,s3://lucas-audiotool-tracks/mp3/bf/b6/3ypykbxn1.bfb6fd6b.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/bf/b6/3ypykbxn1.bfb6fd6b.mp3,False
tracks/bye_bae_-_21_savage-aqink6t,bye_bae_-_21_savage-aqink6t__carti_carti_beats,s3://lucas-audiotool-tracks/mp3/38/06/bye_bae_-_21_savage-aqink6t.38068605.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/38/06/bye_bae_-_21_savage-aqink6t.38068605.mp3,True
tracks/carti_carti_beats,bye_bae_-_21_savage-aqink6t__carti_carti_beats,s3://lucas-audiotool-tracks/mp3/62/46/carti_carti_beats.62464065.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/62/46/carti_carti_beats.62464065.mp3,False
tracks/another_calming_loop_to_fall_asleep_to,another_calming_loop_to_fall_asleep_to__smile-3n0b5olb,s3://lucas-audiotool-tracks/mp3/53/c2/another_calming_loop_to_fall_asleep_to.53c281c3.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/53/c2/another_calming_loop_to_fall_asleep_to.53c281c3.mp3,True
tracks/smile-3n0b5olb,another_calming_loop_to_fall_asleep_to__smile-3n0b5olb,s3://lucas-audiotool-tracks/mp3/68/2f/smile-3n0b5olb.682f434a.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/68/2f/smile-3n0b5olb.682f434a.mp3,False
tracks/avicii-_i_could_be_the_one_remix_contest,avicii-_i_could_be_the_one_remix_contest__avicii-_i_could_be_the_one_mix_down_remix,s3://lucas-audiotool-tracks/mp3/f0/d9/avicii-_i_could_be_the_one_remix_contest.f0d9147d.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/f0/d9/avicii-_i_could_be_the_one_remix_contest.f0d9147d.mp3,True
tracks/avicii-_i_could_be_the_one_mix_down_remix,avicii-_i_could_be_the_one_remix_contest__avicii-_i_could_be_the_one_mix_down_remix,s3://lucas-audiotool-tracks/mp3/c2/2d/avicii-_i_could_be_the_one_mix_down_remix.c22d8469.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/c2/2d/avicii-_i_could_be_the_one_mix_down_remix.c22d8469.mp3,False
tracks/3xz4j5o6x,3xz4j5o6x__bl6jtggqfml,s3://lucas-audiotool-tracks/mp3/82/ab/3xz4j5o6x.82ab7e2e.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/82/ab/3xz4j5o6x.82ab7e2e.mp3,True
tracks/bl6jtggqfml,3xz4j5o6x__bl6jtggqfml,s3://lucas-audiotool-tracks/mp3/0e/35/bl6jtggqfml.0e3597c4.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/0e/35/bl6jtggqfml.0e3597c4.mp3,False
tracks/a2k4i0rju,a2k4i0rju__susuok49,s3://lucas-audiotool-tracks/mp3/f2/b4/a2k4i0rju.f2b493ac.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/f2/b4/a2k4i0rju.f2b493ac.mp3,True
tracks/susuok49,a2k4i0rju__susuok49,s3://lucas-audiotool-tracks/mp3/bc/13/susuok49.bc13087b.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/bc/13/susuok49.bc13087b.mp3,False
tracks/aq0g1hyck3is,aq0g1hyck3is__w894gssel1,s3://lucas-audiotool-tracks/mp3/b5/83/aq0g1hyck3is.b5830ec6.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/b5/83/aq0g1hyck3is.b5830ec6.mp3,True
tracks/w894gssel1,aq0g1hyck3is__w894gssel1,s3://lucas-audiotool-tracks/mp3/b8/17/w894gssel1.b817de08.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/b8/17/w894gssel1.b817de08.mp3,False
tracks/aiden_remix_competition,aiden_remix_competition__aiden_fizerien_remix,s3://lucas-audiotool-tracks/mp3/ea/ab/aiden_remix_competition.eaaba430.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/ea/ab/aiden_remix_competition.eaaba430.mp3,True
tracks/aiden_fizerien_remix,aiden_remix_competition__aiden_fizerien_remix,s3://lucas-audiotool-tracks/mp3/fa/6b/aiden_fizerien_remix.fa6bca0f.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/fa/6b/aiden_fizerien_remix.fa6bca0f.mp3,False
tracks/arpeggio_2,arpeggio_2__arpeggio_2-j4olwtfov,s3://lucas-audiotool-tracks/mp3/e7/82/arpeggio_2.e782134d.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/e7/82/arpeggio_2.e782134d.mp3,True
tracks/arpeggio_2-j4olwtfov,arpeggio_2__arpeggio_2-j4olwtfov,s3://lucas-audiotool-tracks/mp3/03/0d/arpeggio_2-j4olwtfov.030d93b4.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/03/0d/arpeggio_2-j4olwtfov.030d93b4.mp3,False
tracks/7lbr2nzs3d,7lbr2nzs3d__7fg0xhhx,s3://lucas-audiotool-tracks/mp3/30/1e/7lbr2nzs3d.301e34dc.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/30/1e/7lbr2nzs3d.301e34dc.mp3,True
tracks/7fg0xhhx,7lbr2nzs3d__7fg0xhhx,s3://lucas-audiotool-tracks/mp3/7a/66/7fg0xhhx.7a6657bb.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/7a/66/7fg0xhhx.7a6657bb.mp3,False
tracks/detroit_rmx,detroit_rmx__intelligence-bqxnt,s3://lucas-audiotool-tracks/mp3/af/fb/detroit_rmx.affb4f75.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/af/fb/detroit_rmx.affb4f75.mp3,True
tracks/intelligence-bqxnt,detroit_rmx__intelligence-bqxnt,s3://lucas-audiotool-tracks/mp3/01/41/intelligence-bqxnt.0141eb73.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/01/41/intelligence-bqxnt.0141eb73.mp3,False
tracks/beyond_dreams,beyond_dreams__beyond_dreams_bd_edit,s3://lucas-audiotool-tracks/mp3/b6/fe/beyond_dreams.b6fe4c50.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/b6/fe/beyond_dreams.b6fe4c50.mp3,True
tracks/beyond_dreams_bd_edit,beyond_dreams__beyond_dreams_bd_edit,s3://lucas-audiotool-tracks/mp3/70/d8/beyond_dreams_bd_edit.70d821df.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/70/d8/beyond_dreams_bd_edit.70d821df.mp3,False
tracks/951nrjm52cl2,951nrjm52cl2__iklpk0kyujdj,s3://lucas-audiotool-tracks/mp3/ed/cd/951nrjm52cl2.edcd8353.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/ed/cd/951nrjm52cl2.edcd8353.mp3,True
tracks/iklpk0kyujdj,951nrjm52cl2__iklpk0kyujdj,s3://lucas-audiotool-tracks/mp3/e4/71/iklpk0kyujdj.e47136fe.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/e4/71/iklpk0kyujdj.e47136fe.mp3,False
tracks/cd7gqx3m,cd7gqx3m__pyv048sjd4y,s3://lucas-audiotool-tracks/mp3/0d/0f/cd7gqx3m.0d0ff7e2.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/0d/0f/cd7gqx3m.0d0ff7e2.mp3,True
tracks/pyv048sjd4y,cd7gqx3m__pyv048sjd4y,s3://lucas-audiotool-tracks/mp3/88/90/pyv048sjd4y.88909959.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/88/90/pyv048sjd4y.88909959.mp3,False
tracks/best_underrated_artist_challenge-egbcznwim,best_underrated_artist_challenge-egbcznwim__northside-h41dctzz,s3://lucas-audiotool-tracks/mp3/70/a1/best_underrated_artist_challenge-egbcznwim.70a1aecf.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/70/a1/best_underrated_artist_challenge-egbcznwim.70a1aecf.mp3,True
tracks/northside-h41dctzz,best_underrated_artist_challenge-egbcznwim__northside-h41dctzz,s3://lucas-audiotool-tracks/mp3/cf/a4/northside-h41dctzz.cfa462e7.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/cf/a4/northside-h41dctzz.cfa462e7.mp3,False
