track_id,pair_id,s3_url,http_url,is_parent,song_quantile
tracks/space_remix_comp-wbtnt,top_1_percent__space_remix_comp-wbtnt,s3://lucas-audiotool-tracks/mp3/ba/15/space_remix_comp-wbtnt.ba1541be.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/ba/15/space_remix_comp-wbtnt.ba1541be.mp3,True,top 1%
tracks/start_of_a_new_era,top_1_percent__start_of_a_new_era,s3://lucas-audiotool-tracks/mp3/57/2c/start_of_a_new_era.572cf5ad.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/57/2c/start_of_a_new_era.572cf5ad.mp3,True,top 1%
tracks/2bvsnb33a,top_1_percent__2bvsnb33a,s3://lucas-audiotool-tracks/mp3/4d/f0/2bvsnb33a.4df02299.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/4d/f0/2bvsnb33a.4df02299.mp3,True,top 1%
tracks/dub_life_-_full_track,top_1_percent__dub_life_-_full_track,s3://lucas-audiotool-tracks/mp3/e4/e4/dub_life_-_full_track.e4e4b0cf.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/e4/e4/dub_life_-_full_track.e4e4b0cf.mp3,True,top 1%
tracks/delta_phi,top_0_1_percent__delta_phi,s3://lucas-audiotool-tracks/mp3/95/c2/delta_phi.95c20895.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/95/c2/delta_phi.95c20895.mp3,True,top 0.1%
tracks/vuuy5kum,top_0_1_percent__vuuy5kum,s3://lucas-audiotool-tracks/mp3/89/9c/vuuy5kum.899c7069.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/89/9c/vuuy5kum.899c7069.mp3,True,top 0.1%
tracks/fraternity-yxucrumn,top_0_1_percent__fraternity-yxucrumn,s3://lucas-audiotool-tracks/mp3/96/47/fraternity-yxucrumn.96472120.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/96/47/fraternity-yxucrumn.96472120.mp3,True,top 0.1%
tracks/and_we_begin_again,top_0_1_percent__and_we_begin_again,s3://lucas-audiotool-tracks/mp3/f3/5d/and_we_begin_again.f35d2ee0.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/f3/5d/and_we_begin_again.f35d2ee0.mp3,True,top 0.1%
tracks/aq897a071m,top_0_1_percent__aq897a071m,s3://lucas-audiotool-tracks/mp3/90/0e/aq897a071m.900e9081.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/90/0e/aq897a071m.900e9081.mp3,True,top 0.1%
tracks/ibyv67pekq25,top_0_1_percent__ibyv67pekq25,s3://lucas-audiotool-tracks/mp3/1b/5b/ibyv67pekq25.1b5bc231.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/1b/5b/ibyv67pekq25.1b5bc231.mp3,True,top 0.1%
tracks/chill_future_bass,top_0_1_percent__chill_future_bass,s3://lucas-audiotool-tracks/mp3/3e/b8/chill_future_bass.3eb84df2.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/3e/b8/chill_future_bass.3eb84df2.mp3,True,top 0.1%
tracks/bws1kng1v,top_0_1_percent__bws1kng1v,s3://lucas-audiotool-tracks/mp3/1f/c9/bws1kng1v.1fc963e8.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/1f/c9/bws1kng1v.1fc963e8.mp3,True,top 0.1%
tracks/cosmonaut-1aolvmk,top_0_1_percent__cosmonaut-1aolvmk,s3://lucas-audiotool-tracks/mp3/d1/89/cosmonaut-1aolvmk.d18931ce.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/d1/89/cosmonaut-1aolvmk.d18931ce.mp3,True,top 0.1%
tracks/electric_love_pilgrim_s_dubstep_remix,top_0_1_percent__electric_love_pilgrim_s_dubstep_remix,s3://lucas-audiotool-tracks/mp3/a4/49/electric_love_pilgrim_s_dubstep_remix.a449c453.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/a4/49/electric_love_pilgrim_s_dubstep_remix.a449c453.mp3,True,top 0.1%
tracks/dirty_dan_dubstep,top_0_1_percent__dirty_dan_dubstep,s3://lucas-audiotool-tracks/mp3/7b/ff/dirty_dan_dubstep.7bffcf49.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/7b/ff/dirty_dan_dubstep.7bffcf49.mp3,True,top 0.1%
tracks/another_life_vocals_by_kraziekammie_rec_in_at,top_0_1_percent__another_life_vocals_by_kraziekammie_rec_in_at,s3://lucas-audiotool-tracks/mp3/1b/27/another_life_vocals_by_kraziekammie_rec_in_at.1b27a649.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/1b/27/another_life_vocals_by_kraziekammie_rec_in_at.1b27a649.mp3,True,top 0.1%
tracks/psy_-_gangnam_style_waveformremix_syntax_remix,top_0_1_percent__psy_-_gangnam_style_waveformremix_syntax_remix,s3://lucas-audiotool-tracks/mp3/7e/42/psy_-_gangnam_style_waveformremix_syntax_remix.7e426b68.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/7e/42/psy_-_gangnam_style_waveformremix_syntax_remix.7e426b68.mp3,True,top 0.1%
