track_id,pair_id,s3_url,http_url,is_parent,popularity_bin,popularity_label
tracks/gone-dbggve,gone-dbggve__gone_xila_bootleg,s3://lucas-audiotool-tracks/mp3/bc/6d/gone-dbggve.bc6da290.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/bc/6d/gone-dbggve.bc6da290.mp3,True,top_50_percent,top 50%
tracks/i_think_it_s_actaully_impossible_for_me_to_make_a_full_song,i_think_it_s_actaully_impossible_for_me_to_make_a_full_song__jacobie_remix,s3://lucas-audiotool-tracks/mp3/ff/17/i_think_it_s_actaully_impossible_for_me_to_make_a_full_song.ff17be1d.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/ff/17/i_think_it_s_actaully_impossible_for_me_to_make_a_full_song.ff17be1d.mp3,True,top_50_percent,top 50%
tracks/ahaha_fuck_off,ahaha_fuck_off__free_kodak-liioe,s3://lucas-audiotool-tracks/mp3/86/bf/ahaha_fuck_off.86bf3298.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/86/bf/ahaha_fuck_off.86bf3298.mp3,True,top_50_percent,top 50%
tracks/blue_days_feat_emma,blue_days_feat_emma__blue_days_feat_emma_mctembo_remix,s3://lucas-audiotool-tracks/mp3/9c/5a/blue_days_feat_emma.9c5ac5dc.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/9c/5a/blue_days_feat_emma.9c5ac5dc.mp3,True,top_50_percent,top 50%
tracks/when_hydrium_creates_generic_bigroom,when_hydrium_creates_generic_bigroom__when_ero_pretends_he_is_fartin_garrix,s3://lucas-audiotool-tracks/mp3/8d/f9/when_hydrium_creates_generic_bigroom.8df928c8.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/8d/f9/when_hydrium_creates_generic_bigroom.8df928c8.mp3,True,top_50_percent,top 50%
tracks/portal_hop,portal_hop__chill_pill-wirpsa,s3://lucas-audiotool-tracks/mp3/b0/0e/portal_hop.b00edf84.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/b0/0e/portal_hop.b00edf84.mp3,True,top_50_percent,top 50%
tracks/sonder-t7wymc,sonder-t7wymc__sonder-go0umib,s3://lucas-audiotool-tracks/mp3/fb/cc/sonder-t7wymc.fbccc648.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/fb/cc/sonder-t7wymc.fbccc648.mp3,True,top_50_percent,top 50%
tracks/c3th0nn6wq,c3th0nn6wq__ct1icq8m9vp3,s3://lucas-audiotool-tracks/mp3/3e/3a/c3th0nn6wq.3e3ac53e.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/3e/3a/c3th0nn6wq.3e3ac53e.mp3,True,top_50_percent,top 50%
tracks/yw5qxym9oh,yw5qxym9oh__2fkjdqnm,s3://lucas-audiotool-tracks/mp3/f6/69/yw5qxym9oh.f6692dd1.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/f6/69/yw5qxym9oh.f6692dd1.mp3,True,top_50_percent,top 50%
tracks/lose_control-tt4bhqf,lose_control-tt4bhqf__lll_ssseee_ccc_ctrl_lll,s3://lucas-audiotool-tracks/mp3/9d/fa/lose_control-tt4bhqf.9dfa23b1.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/9d/fa/lose_control-tt4bhqf.9dfa23b1.mp3,True,top_50_percent,top 50%
tracks/j1ovk3hut4t,j1ovk3hut4t__5xpm1kcfd7w,s3://lucas-audiotool-tracks/mp3/31/3b/j1ovk3hut4t.313b69b5.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/31/3b/j1ovk3hut4t.313b69b5.mp3,True,top_50_percent,top 50%
tracks/an7p9vbjgpp,an7p9vbjgpp__c0h0zlyj,s3://lucas-audiotool-tracks/mp3/be/af/an7p9vbjgpp.beaff6f6.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/be/af/an7p9vbjgpp.beaff6f6.mp3,True,top_50_percent,top 50%
tracks/rupture-lsqnjtzha,rupture-lsqnjtzha__fuck_it_idunno_anymore,s3://lucas-audiotool-tracks/mp3/3f/6f/rupture-lsqnjtzha.3f6f776d.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/3f/6f/rupture-lsqnjtzha.3f6f776d.mp3,True,top_50_percent,top 50%
tracks/more_unfinished_stuff-npmykvzzc,more_unfinished_stuff-npmykvzzc__more_unfinished_stuff_remix,s3://lucas-audiotool-tracks/mp3/d4/4b/more_unfinished_stuff-npmykvzzc.d44be206.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/d4/4b/more_unfinished_stuff-npmykvzzc.d44be206.mp3,True,top_50_percent,top 50%
tracks/computer_friend,computer_friend__computer_friend_banger_dnb_remix,s3://lucas-audiotool-tracks/mp3/97/65/computer_friend.97651dda.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/97/65/computer_friend.97651dda.mp3,True,top_50_percent,top 50%
tracks/down_3-u7apn,down_3-u7apn__with_you-spamnqewp,s3://lucas-audiotool-tracks/mp3/04/b4/down_3-u7apn.04b4651d.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/04/b4/down_3-u7apn.04b4651d.mp3,True,top_50_percent,top 50%
tracks/dfixm3xmn2k,dfixm3xmn2k__e8ssxi5d6n6,s3://lucas-audiotool-tracks/mp3/26/03/dfixm3xmn2k.26033539.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/26/03/dfixm3xmn2k.26033539.mp3,True,top_50_percent,top 50%
tracks/draking,draking__bryson_tiller_type_beat_why_you_mad_prod_kvngmixx,s3://lucas-audiotool-tracks/mp3/42/89/draking.4289026a.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/42/89/draking.4289026a.mp3,True,top_50_percent,top 50%
tracks/ripples_1k,ripples_1k__ripples_1k-7fyk7z8w,s3://lucas-audiotool-tracks/mp3/ed/e1/ripples_1k.ede1d3ab.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/ed/e1/ripples_1k.ede1d3ab.mp3,True,top_10_percent,top 10%
tracks/pink_on_the_windmill,pink_on_the_windmill__pink_on_the_windmill_sleepless_remix,s3://lucas-audiotool-tracks/mp3/bb/30/pink_on_the_windmill.bb3041bc.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/bb/30/pink_on_the_windmill.bb3041bc.mp3,True,top_10_percent,top 10%
tracks/some_chords_deadmau5_remix,some_chords_deadmau5_remix__some_chords_remix_exoticlass_remix,s3://lucas-audiotool-tracks/mp3/19/18/some_chords_deadmau5_remix.1918575e.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/19/18/some_chords_deadmau5_remix.1918575e.mp3,True,top_10_percent,top 10%
tracks/s5ju6l02j,s5ju6l02j__w5irmmqzuh5,s3://lucas-audiotool-tracks/mp3/8e/67/s5ju6l02j.8e67f092.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/8e/67/s5ju6l02j.8e67f092.mp3,True,top_10_percent,top 10%
tracks/one_hundred_remix_comp,one_hundred_remix_comp__one_hundred_islyz_remix,s3://lucas-audiotool-tracks/mp3/99/7a/one_hundred_remix_comp.997adf2f.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/99/7a/one_hundred_remix_comp.997adf2f.mp3,True,top_10_percent,top 10%
tracks/squaaaaaaaaa,squaaaaaaaaa__okay_nice,s3://lucas-audiotool-tracks/mp3/0f/89/squaaaaaaaaa.0f893221.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/0f/89/squaaaaaaaaa.0f893221.mp3,True,top_10_percent,top 10%
tracks/roan7d5y6,roan7d5y6__rqo25427c96,s3://lucas-audiotool-tracks/mp3/66/d1/roan7d5y6.66d11d63.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/66/d1/roan7d5y6.66d11d63.mp3,True,top_10_percent,top 10%
tracks/roses_in_december,roses_in_december__roses_in_december_kaley_head_hunter_remix,s3://lucas-audiotool-tracks/mp3/61/c6/roses_in_december.61c6ed71.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/61/c6/roses_in_december.61c6ed71.mp3,True,top_10_percent,top 10%
tracks/moar_xav-chop_trap_well_my_name_is_in_it_so_i_can_technically_edit_it_edit,moar_xav-chop_trap_well_my_name_is_in_it_so_i_can_technically_edit_it_edit__firefly_ft_luxior_-_tic_vip_wip_ruff_draft,s3://lucas-audiotool-tracks/mp3/ff/96/moar_xav-chop_trap_well_my_name_is_in_it_so_i_can_technically_edit_it_edit.ff96bc96.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/ff/96/moar_xav-chop_trap_well_my_name_is_in_it_so_i_can_technically_edit_it_edit.ff96bc96.mp3,True,top_10_percent,top 10%
tracks/82nxi1ish4f,82nxi1ish4f__1zvdyb68sfq,s3://lucas-audiotool-tracks/mp3/a6/35/82nxi1ish4f.a63530fb.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/a6/35/82nxi1ish4f.a63530fb.mp3,True,top_10_percent,top 10%
tracks/dirty_dan_dubstep,dirty_dan_dubstep__break-lslylciv,s3://lucas-audiotool-tracks/mp3/7b/ff/dirty_dan_dubstep.7bffcf49.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/7b/ff/dirty_dan_dubstep.7bffcf49.mp3,True,top_10_percent,top 10%
tracks/fluent_type_beat_challenge_sundered,fluent_type_beat_challenge_sundered__fluent_type_beat_challenge_remix_by_boiitbejacob123,s3://lucas-audiotool-tracks/mp3/89/d5/fluent_type_beat_challenge_sundered.89d50e78.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/89/d5/fluent_type_beat_challenge_sundered.89d50e78.mp3,True,top_10_percent,top 10%
tracks/ja998bex7yt4,ja998bex7yt4__q49wsi45r2pn,s3://lucas-audiotool-tracks/mp3/08/e7/ja998bex7yt4.08e75c86.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/08/e7/ja998bex7yt4.08e75c86.mp3,True,top_10_percent,top 10%
tracks/meuolpe05ab,meuolpe05ab__qbneipuqhk,s3://lucas-audiotool-tracks/mp3/ba/df/meuolpe05ab.badf4aad.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/ba/df/meuolpe05ab.badf4aad.mp3,True,top_10_percent,top 10%
tracks/in_for_the_kill,in_for_the_kill__shotgun_radio,s3://lucas-audiotool-tracks/mp3/3b/86/in_for_the_kill.3b867dfc.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/3b/86/in_for_the_kill.3b867dfc.mp3,True,top_10_percent,top 10%
tracks/life_raft,life_raft__my_life_iorigimal,s3://lucas-audiotool-tracks/mp3/08/26/life_raft.08265e15.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/08/26/life_raft.08265e15.mp3,True,top_10_percent,top 10%
tracks/you_re_no_fun,you_re_no_fun__you_re_no_fun_nsayne_remix,s3://lucas-audiotool-tracks/mp3/ce/9d/you_re_no_fun.ce9d758c.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/ce/9d/you_re_no_fun.ce9d758c.mp3,True,top_10_percent,top 10%
tracks/are_you_sure-1v1yu8q,are_you_sure-1v1yu8q__si3g1ekxjr,s3://lucas-audiotool-tracks/mp3/10/55/are_you_sure-1v1yu8q.10559c02.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/10/55/are_you_sure-1v1yu8q.10559c02.mp3,True,top_10_percent,top 10%
tracks/you_found_me,you_found_me__you_found_me_drum_remix,s3://lucas-audiotool-tracks/mp3/c2/a4/you_found_me.c2a44c03.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/c2/a4/you_found_me.c2a44c03.mp3,True,top_10_percent,top 10%
tracks/spectrum-iacv8f,spectrum-iacv8f__spectrum_extrawolf_remix,s3://lucas-audiotool-tracks/mp3/f7/28/spectrum-iacv8f.f7281170.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/f7/28/spectrum-iacv8f.f7281170.mp3,True,top_10_percent,top 10%
tracks/broken_smile,broken_smile__broken_smiles_and_happy_sorrows_retroid_remix,s3://lucas-audiotool-tracks/mp3/98/08/broken_smile.9808dfb5.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/98/08/broken_smile.9808dfb5.mp3,True,top_10_percent,top 10%
tracks/4sh6sd2ekj,4sh6sd2ekj__fl6j0u5ex6qj,s3://lucas-audiotool-tracks/mp3/77/0f/4sh6sd2ekj.770f5813.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/77/0f/4sh6sd2ekj.770f5813.mp3,True,top_10_percent,top 10%
tracks/tainted_aurora_ft_acloudyskye,tainted_aurora_ft_acloudyskye__tainted_aurora_kryptonic_rmx,s3://lucas-audiotool-tracks/mp3/69/99/tainted_aurora_ft_acloudyskye.69993447.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/69/99/tainted_aurora_ft_acloudyskye.69993447.mp3,True,top_10_percent,top 10%
tracks/onoff,onoff__on_off__dj_coversinus_rmx_,s3://lucas-audiotool-tracks/mp3/b7/79/onoff.b7796c5f.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/b7/79/onoff.b7796c5f.mp3,True,top_10_percent,top 10%
tracks/its_alive-2pjme,its_alive-2pjme__flux_pavillion-i_can_t_stop_thedubbywobster_remix,s3://lucas-audiotool-tracks/mp3/e7/8d/its_alive-2pjme.e78dec0e.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/e7/8d/its_alive-2pjme.e78dec0e.mp3,True,top_10_percent,top 10%
tracks/sandbank_band_sank_mix,sandbank_band_sank_mix__sandbank_band_sank_mix_dark_fog_remix,s3://lucas-audiotool-tracks/mp3/7d/7e/sandbank_band_sank_mix.7d7e5be9.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/7d/7e/sandbank_band_sank_mix.7d7e5be9.mp3,True,top_10_percent,top 10%
tracks/wvgqjsg,wvgqjsg__no_kunami_remix_wip,s3://lucas-audiotool-tracks/mp3/d0/65/wvgqjsg.d0658bef.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/d0/65/wvgqjsg.d0658bef.mp3,True,top_10_percent,top 10%
tracks/hornet_s_nest,hornet_s_nest__hornet_s_nest_dancefloorwhore_s_under_attack_remix,s3://lucas-audiotool-tracks/mp3/0d/84/hornet_s_nest.0d8459c0.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/0d/84/hornet_s_nest.0d8459c0.mp3,True,top_10_percent,top 10%
tracks/hardwell_-_spaceman_kev_kev_remix,hardwell_-_spaceman_kev_kev_remix__spaceman_mark_remix,s3://lucas-audiotool-tracks/mp3/94/e6/hardwell_-_spaceman_kev_kev_remix.94e6923c.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/94/e6/hardwell_-_spaceman_kev_kev_remix.94e6923c.mp3,True,top_10_percent,top 10%
tracks/reimagining,reimagining__zx8dqm37d,s3://lucas-audiotool-tracks/mp3/ed/58/reimagining.ed583a79.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/ed/58/reimagining.ed583a79.mp3,True,top_10_percent,top 10%
tracks/sackgesicht,sackgesicht__sackno,s3://lucas-audiotool-tracks/mp3/15/38/sackgesicht.15383b3c.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/15/38/sackgesicht.15383b3c.mp3,True,top_1_percent,top 1%
tracks/ndfbuap17do,ndfbuap17do__tljmyo1tjo4,s3://lucas-audiotool-tracks/mp3/df/0b/ndfbuap17do.df0b5911.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/df/0b/ndfbuap17do.df0b5911.mp3,True,top_1_percent,top 1%
tracks/cyber_bully_dubstep_remix,cyber_bully_dubstep_remix__skynet_meltdown_day_3,s3://lucas-audiotool-tracks/mp3/b9/de/cyber_bully_dubstep_remix.b9de0d70.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/b9/de/cyber_bully_dubstep_remix.b9de0d70.mp3,True,top_1_percent,top 1%
tracks/4_am,4_am__4_am_nicky1088_remix,s3://lucas-audiotool-tracks/mp3/06/ca/4_am.06ca8155.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/06/ca/4_am.06ca8155.mp3,True,top_1_percent,top 1%
tracks/i_ll_never_forget_you,i_ll_never_forget_you__i_ll_never_forget_you_remix-vs22tegkg,s3://lucas-audiotool-tracks/mp3/90/de/i_ll_never_forget_you.90de549a.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/90/de/i_ll_never_forget_you.90de549a.mp3,True,top_1_percent,top 1%
tracks/ghosts-h3am9vy,ghosts-h3am9vy__ghosts_rmx_contest_-_e-trim_entry,s3://lucas-audiotool-tracks/mp3/25/8d/ghosts-h3am9vy.258d8816.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/25/8d/ghosts-h3am9vy.258d8816.mp3,True,top_1_percent,top 1%
tracks/waves-ifpckj,waves-ifpckj__waves_izzy_rmx,s3://lucas-audiotool-tracks/mp3/f3/79/waves-ifpckj.f37974d0.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/f3/79/waves-ifpckj.f37974d0.mp3,True,top_1_percent,top 1%
tracks/f7qfn2b81p8w,f7qfn2b81p8w__8j9qraeet,s3://lucas-audiotool-tracks/mp3/d8/2c/f7qfn2b81p8w.d82cbd40.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/d8/2c/f7qfn2b81p8w.d82cbd40.mp3,True,top_1_percent,top 1%
tracks/dubtexno,dubtexno__allday_long_dub_perspective_mix,s3://lucas-audiotool-tracks/mp3/d8/52/dubtexno.d852b129.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/d8/52/dubtexno.d852b129.mp3,True,top_1_percent,top 1%
tracks/gravitate,gravitate__gravitate-k304aufp,s3://lucas-audiotool-tracks/mp3/47/1c/gravitate.471c564d.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/47/1c/gravitate.471c564d.mp3,True,top_1_percent,top 1%
tracks/jealousy-ynymkoer1,jealousy-ynymkoer1__jealousy_bad_remix,s3://lucas-audiotool-tracks/mp3/e2/c6/jealousy-ynymkoer1.e2c6bf97.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/e2/c6/jealousy-ynymkoer1.e2c6bf97.mp3,True,top_1_percent,top 1%
tracks/altitude-wgxcbz,altitude-wgxcbz__altitude_quick_edit,s3://lucas-audiotool-tracks/mp3/c0/7c/altitude-wgxcbz.c07c60b5.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/c0/7c/altitude-wgxcbz.c07c60b5.mp3,True,top_1_percent,top 1%
tracks/8b7diz0ok0,8b7diz0ok0__7w1sbnsk,s3://lucas-audiotool-tracks/mp3/d1/7b/8b7diz0ok0.d17b8cc9.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/d1/7b/8b7diz0ok0.d17b8cc9.mp3,True,top_1_percent,top 1%
tracks/electric_love-scwvz,electric_love-scwvz__electric_love_envizion_remix,s3://lucas-audiotool-tracks/mp3/26/4a/electric_love-scwvz.264a2d14.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/26/4a/electric_love-scwvz.264a2d14.mp3,True,top_1_percent,top 1%
tracks/another_life_vocals_by_kraziekammie_rec_in_at,another_life_vocals_by_kraziekammie_rec_in_at__the_voices_of_my_mind,s3://lucas-audiotool-tracks/mp3/1b/27/another_life_vocals_by_kraziekammie_rec_in_at.1b27a649.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/1b/27/another_life_vocals_by_kraziekammie_rec_in_at.1b27a649.mp3,True,top_1_percent,top 1%
tracks/rasselbock-guyqks2qn,rasselbock-guyqks2qn__rasselbock-yloxlz,s3://lucas-audiotool-tracks/mp3/cc/06/rasselbock-guyqks2qn.cc0652d5.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/cc/06/rasselbock-guyqks2qn.cc0652d5.mp3,True,top_1_percent,top 1%
tracks/technofunk-y10dt,technofunk-y10dt__hsk3zxcd,s3://lucas-audiotool-tracks/mp3/fd/e1/technofunk-y10dt.fde1d1ad.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/fd/e1/technofunk-y10dt.fde1d1ad.mp3,True,top_1_percent,top 1%
tracks/summer_nights-ousfec,summer_nights-ousfec__summer_nights_ed_t,s3://lucas-audiotool-tracks/mp3/60/9f/summer_nights-ousfec.609fa3c8.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/60/9f/summer_nights-ousfec.609fa3c8.mp3,True,top_1_percent,top 1%
tracks/padded_saw_blades,padded_saw_blades__padded_saw_blades_xavrockbeats_remix,s3://lucas-audiotool-tracks/mp3/27/88/padded_saw_blades.278802ea.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/27/88/padded_saw_blades.278802ea.mp3,True,top_1_percent,top 1%
tracks/melodic_neurohop_demo,melodic_neurohop_demo__juwesta_remix,s3://lucas-audiotool-tracks/mp3/5c/50/melodic_neurohop_demo.5c50e59e.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/5c/50/melodic_neurohop_demo.5c50e59e.mp3,True,top_1_percent,top 1%
tracks/blue-no2h2b,blue-no2h2b__blue_rougeflame_remix,s3://lucas-audiotool-tracks/mp3/27/87/blue-no2h2b.27873710.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/27/87/blue-no2h2b.27873710.mp3,True,top_1_percent,top 1%
tracks/stare_at_the_sun,stare_at_the_sun__stare_at_the_sun_djmke_remix_oops_i_gave_up,s3://lucas-audiotool-tracks/mp3/5c/c6/stare_at_the_sun.5cc65945.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/5c/c6/stare_at_the_sun.5cc65945.mp3,True,top_1_percent,top 1%
tracks/the_only_way_is_down,the_only_way_is_down__sideways_heisten_edit,s3://lucas-audiotool-tracks/mp3/9e/29/the_only_way_is_down.9e2927e3.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/9e/29/the_only_way_is_down.9e2927e3.mp3,True,top_1_percent,top 1%
tracks/camelreds,camelreds__love_isn_t_a_game,s3://lucas-audiotool-tracks/mp3/11/73/camelreds.1173ad30.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/11/73/camelreds.1173ad30.mp3,True,top_1_percent,top 1%
tracks/3nmzzzafs,3nmzzzafs__1ae7p1f7ymk,s3://lucas-audiotool-tracks/mp3/7a/ef/3nmzzzafs.7aef97a5.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/7a/ef/3nmzzzafs.7aef97a5.mp3,True,top_1_percent,top 1%
tracks/orange-nwhxz,orange-nwhxz__orange_rework,s3://lucas-audiotool-tracks/mp3/95/d5/orange-nwhxz.95d51bc4.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/95/d5/orange-nwhxz.95d51bc4.mp3,True,top_1_percent,top 1%
tracks/summerz,summerz__summers,s3://lucas-audiotool-tracks/mp3/c0/0e/summerz.c00e01a2.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/c0/0e/summerz.c00e01a2.mp3,True,top_1_percent,top 1%
tracks/drop_kick_a_baby,drop_kick_a_baby__dj_naz_come_at_me,s3://lucas-audiotool-tracks/mp3/da/3e/drop_kick_a_baby.da3ed3a6.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/da/3e/drop_kick_a_baby.da3ed3a6.mp3,True,top_1_percent,top 1%
tracks/moth-8plsjd8,moth-8plsjd8__moth-l5110m4jp,s3://lucas-audiotool-tracks/mp3/f9/1f/moth-8plsjd8.f91fe12e.mp3,https://lucas-audiotool-tracks.s3.amazonaws.com/mp3/f9/1f/moth-8plsjd8.f91fe12e.mp3,True,top_1_percent,top 1%
